track_id,wcsr,correct_duration,total_duration,num_predictions,num_ground_truth
01_-_Please_Please_Me/04_-_Chains,0.3643410852712591,50.75999999999847,139.32000000001827,227,40
01_-_Please_Please_Me/05_-_Boys,0.4523241117819763,64.41999999999605,142.42000000001545,217,50
01_-_Please_Please_Me/06_-_Ask_Me_Why,0.6454767726161427,92.40000000001037,143.15000000001478,168,95
01_-_Please_Please_Me/07_-_Please_Please_Me,0.6875157629255021,81.78000000000493,118.95000000002395,141,77
01_-_Please_Please_Me/08_-_Love_Me_Do,0.46313047253771544,63.999999999995836,138.1900000000193,128,71
01_-_Please_Please_Me/09_-_P._S._I_Love_You,0.7510924231180709,91.1000000000097,121.29000000002515,131,76
01_-_Please_Please_Me/12_-_A_Taste_Of_Honey,0.6578793693166545,78.86000000000344,119.87000000002442,116,58
01_-_Please_Please_Me/14_-_Twist_And_Shout,0.6408352668213958,96.67000000001255,150.85000000000778,188,113
02_-_With_the_Beatles/02_-_All_I've_Got_To_Do,0.47750150563526417,55.49999999999753,116.23000000002256,156,40
02_-_With_the_Beatles/03_-_All_My_Loving,0.6044657097287512,75.80000000000187,125.40000000002725,191,69
02_-_With_the_Beatles/04_-_Don't_Bother_Me,0.4799164636268116,68.93999999999836,143.65000000001433,281,84
02_-_With_the_Beatles/06_-_Till_There_Was_You,0.549049429657689,72.20000000000003,131.50000000002538,157,91
02_-_With_the_Beatles/07_-_Please_Mister_Postman,0.640585663177472,96.69000000001256,150.9400000000077,149,39
02_-_With_the_Beatles/08_-_Roll_Over_Beethoven,0.4640372670807577,74.71000000000132,160.99999999999855,287,69
02_-_With_the_Beatles/09_-_Hold_Me_Tight,0.48791977925833085,72.50000000000018,148.59000000000984,238,83
02_-_With_the_Beatles/11_-_I_Wanna_Be_Your_Man,0.49636846767039033,56.03999999999742,112.90000000002085,122,29
02_-_With_the_Beatles/14_-_Money,0.3775336812719871,62.20999999999619,164.7799999999951,234,90
03_-_A_Hard_Day's_Night/02_-_I_Should_Have_Known_Better,0.7379685837663413,117.92000000002342,159.78999999999965,203,135
03_-_A_Hard_Day's_Night/03_-_If_I_Fell,0.6632188967135815,90.41000000000935,136.320000000021,149,78
03_-_A_Hard_Day's_Night/04_-_I'm_Happy_Just_To_Dance_With_You,0.46997115132430906,53.75999999999787,114.39000000002162,186,106
03_-_A_Hard_Day's_Night/05_-_And_I_Love_Her,0.6457890769547275,94.2400000000113,145.93000000001226,141,58
03_-_A_Hard_Day's_Night/06_-_Tell_Me_Why,0.587302871006751,72.62000000000025,123.65000000002635,208,96
03_-_A_Hard_Day's_Night/07_-_Can't_Buy_Me_Love,0.48161282861755556,62.46999999999614,129.710000000027,247,63
03_-_A_Hard_Day's_Night/08_-_Any_Time_At_All,0.7633795402701462,87.01000000000761,113.9800000000214,127,68
03_-_A_Hard_Day's_Night/11_-_When_I_Get_Home,0.6521379102679288,86.63000000000741,132.84000000002416,133,56
03_-_A_Hard_Day's_Night/13_-_I'll_Be_Back,0.7258960121150999,100.66000000001459,138.67000000001886,121,66
04_-_Beatles_for_Sale/02_-_I'm_a_Loser,0.4865892578257241,71.65999999999976,147.27000000001104,137,114
04_-_Beatles_for_Sale/03_-_Baby's_In_Black,0.5982201175700945,73.27000000000058,122.48000000002575,110,82
04_-_Beatles_for_Sale/04_-_Rock_and_Roll_Music,0.7625260609322326,113.3800000000211,148.69000000000975,88,54
04_-_Beatles_for_Sale/05_-_I'll_Follow_the_Sun,0.6389857668016465,67.78999999999778,106.09000000001737,128,76
04_-_Beatles_for_Sale/06_-_Mr._Moonlight,0.7024831291359078,107.22000000001795,152.63000000000616,133,98
"04_-_Beatles_for_Sale/07_-_Kansas_City-_Hey,_Hey,_Hey,_Hey",0.31161178509528825,44.949999999999626,144.25000000001378,294,60
04_-_Beatles_for_Sale/09_-_Words_of_Love,0.6567119155353819,87.08000000000764,132.60000000002438,139,100
04_-_Beatles_for_Sale/12_-_I_Don't_Want_to_Spoil_the_Party,0.699222936763197,104.3800000000165,149.2800000000092,110,85
04_-_Beatles_for_Sale/14_-_Everybody's_Trying_to_Be_My_Baby,0.5093888459103465,72.43000000000015,142.19000000001566,251,56
05_-_Help!/02_-_The_Night_Before,0.5804900540113567,88.13000000000818,151.8200000000069,139,104
05_-_Help!/03_-_You've_Got_To_Hide_Your_Love_Away,0.7468700771079567,90.08000000000918,120.6100000000248,121,100
05_-_Help!/04_-_I_Need_You,0.65741874065011,96.68000000001256,147.06000000001123,189,104
05_-_Help!/05_-_Another_Girl,0.38841623036640355,47.47999999999912,122.24000000002563,134,79
05_-_Help!/06_-_You're_Going_To_Lose_That_Girl,0.6650177200235874,90.07000000000917,135.4400000000218,162,75
05_-_Help!/07_-_Ticket_To_Ride,0.6337035454935919,118.68000000002381,187.27999999997465,204,51
05_-_Help!/08_-_Act_Naturally,0.7162485474058935,104.7800000000167,146.29000000001193,97,63
05_-_Help!/11_-_Tell_Me_What_You_See,0.5525482849945388,85.54000000000686,154.81000000000418,225,106
05_-_Help!/13_-_Yesterday,0.6812842599842359,78.30000000000315,114.93000000002189,115,85
06_-_Rubber_Soul/02_-_Norwegian_Wood_(This_Bird_Has_Flown),0.6816396661756525,83.31000000000572,122.22000000002562,153,43
06_-_Rubber_Soul/03_-_You_Won't_See_Me,0.6902281620003299,135.83000000002144,196.789999999966,181,92
06_-_Rubber_Soul/04_-_Nowhere_Man,0.4001491702405157,64.37999999999603,160.88999999999865,239,72
06_-_Rubber_Soul/05_-_Think_For_Yourself,0.46455576559533557,58.979999999996835,126.96000000002805,174,56
06_-_Rubber_Soul/06_-_The_Word,0.5183764385596276,83.78000000000596,161.619999999998,183,63
06_-_Rubber_Soul/07_-_Michelle,0.4914228052472413,77.92000000000296,158.56000000000077,214,91
06_-_Rubber_Soul/08_-_What_Goes_On,0.7635715149318818,126.31000000002771,165.41999999999453,102,59
06_-_Rubber_Soul/11_-_In_My_Life,0.7030345308685343,100.78000000001465,143.3500000000146,117,78
06_-_Rubber_Soul/13_-_If_I_Needed_Someone,0.6439959781671729,89.67000000000897,139.24000000001834,170,34
07_-_Revolver/04_-_Love_You_To,0.4895129340480746,84.02000000000608,171.63999999998887,217,34
"07_-_Revolver/05_-_Here,_There_And_Everywhere",0.7523357086301731,95.0200000000117,126.30000000002771,116,86
07_-_Revolver/06_-_Yellow_Submarine,0.5155430472048286,80.60000000000433,156.3400000000028,181,105
07_-_Revolver/07_-_She_Said_She_Said,0.7441645786629012,112.86000000002083,151.66000000000705,113,92
07_-_Revolver/08_-_Good_Day_Sunshine,0.7019592163133866,87.780000000008,125.05000000002707,125,57
