album_track,t_start,t_end,label,chroma_C,chroma_Db,chroma_D,chroma_Eb,chroma_E,chroma_F,chroma_Gb,chroma_G,chroma_Ab,chroma_A,chroma_Bb,chroma_B
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,1.187152,3.142662,A:min,0.05894435942173004,0.040284592658281326,0.027365515008568764,0.05089181661605835,0.05666641518473625,0.0317617729306221,0.07943890243768692,0.07324797660112381,0.1758773773908615,0.28461748361587524,0.05255334451794624,0.06835044175386429
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,3.142662,5.069918,D:maj,0.056424837559461594,0.17152588069438934,0.23150543868541718,0.06735736131668091,0.07812268286943436,0.055052172392606735,0.10849836468696594,0.0378265455365181,0.05171778053045273,0.07216149568557739,0.026943081989884377,0.0428643561899662
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,5.069918,7.043615,G:maj,0.05269080027937889,0.10474201291799545,0.13733065128326416,0.05899152159690857,0.05480699986219406,0.05779252573847771,0.14317020773887634,0.1320970058441162,0.04750804975628853,0.05761369690299034,0.06535643339157104,0.08790001273155212
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,7.043615,9.133411,G:maj,0.07297519594430923,0.09576357901096344,0.11875931918621063,0.05206936225295067,0.04594244435429573,0.08775756508111954,0.12658299505710602,0.11307154595851898,0.06546609103679657,0.06282682716846466,0.08707752823829651,0.07170746475458145
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,9.133411,11.095497,A:min,0.09924167394638062,0.04183972626924515,0.02681984007358551,0.09220293909311295,0.08964303880929947,0.02233155444264412,0.05232025682926178,0.07188097387552261,0.18113555014133453,0.20026637613773346,0.04346771910786629,0.0788503885269165
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,11.095497,13.080803,D:maj,0.07531090825796127,0.1618971824645996,0.17529579997062683,0.11993248015642166,0.1020384356379509,0.04512477666139603,0.06461457908153534,0.04793791100382805,0.03984122350811958,0.06369441002607346,0.04449781775474548,0.05981450900435448
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,13.080803,15.019668,G:maj,0.07646753638982773,0.10063010454177856,0.12428857386112213,0.05248824134469032,0.07507072389125824,0.05211150646209717,0.17965169250965118,0.14650499820709229,0.03312724083662033,0.05854199826717377,0.04299834743142128,0.058119021356105804
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,15.019668,16.993365,G:maj,0.04016036167740822,0.06688159704208374,0.14494989812374115,0.03319902718067169,0.031153397634625435,0.07321365177631378,0.17473679780960083,0.16351979970932007,0.04201105609536171,0.05451054871082306,0.09140190482139587,0.08426198363304138
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,16.993365,18.96706,A:min,0.09750749170780182,0.04161756485700607,0.023321732878684998,0.0796021968126297,0.11571750044822693,0.023862870410084724,0.04502127319574356,0.07302336394786835,0.15637487173080444,0.23233531415462494,0.04109308496117592,0.0705227255821228
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,18.96706,20.940758,D:maj,0.0871821716427803,0.11907711625099182,0.15037545561790466,0.09185077250003815,0.10842582583427429,0.07165484875440598,0.09218531101942062,0.05628619343042374,0.048288553953170776,0.07927069067955017,0.04050682112574577,0.05489630997180939
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,20.940758,22.879624,G:maj,0.051112398505210876,0.06065135821700096,0.07535644620656967,0.055054448544979095,0.06984734535217285,0.05189356580376625,0.15156729519367218,0.2317403107881546,0.06389196217060089,0.06907731294631958,0.046081770211458206,0.07372580468654633
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,22.879624,23.460123,G:maj,0.03506683558225632,0.05716552212834358,0.0904264748096466,0.03913155198097229,0.056942690163850784,0.06053008884191513,0.2040148377418518,0.27391666173934937,0.03688507899641991,0.025229644030332565,0.042400430887937546,0.07829009741544724
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,23.460123,23.936132,G:maj,0.04472232609987259,0.0302030760794878,0.05026160553097725,0.027924079447984695,0.037942420691251755,0.07929312437772751,0.24189117550849915,0.2619597315788269,0.056803714483976364,0.03444410488009453,0.05716490373015404,0.07738970220088959
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,23.936132,24.400531,A:min,0.06808171421289444,0.027816155925393105,0.0287563968449831,0.028189511969685555,0.05284951999783516,0.056783534586429596,0.10758479684591293,0.12665612995624542,0.1538849174976349,0.21967679262161255,0.05964520201086998,0.07007521390914917
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,24.911369,26.885065,C:maj,0.1332744061946869,0.04714134335517883,0.05773412436246872,0.08522219210863113,0.1178615391254425,0.04544543847441673,0.10843401402235031,0.15028133988380432,0.03444518893957138,0.026934316381812096,0.06222795322537422,0.1309981495141983
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,26.885065,28.847151,C:min,0.1400173306465149,0.056868474930524826,0.10729002207517624,0.11024617403745651,0.06304771453142166,0.03473691642284393,0.10745019465684891,0.1432168185710907,0.02464975230395794,0.033976197242736816,0.07060474902391434,0.107895627617836
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,28.847151,30.797628,G:maj,0.04991224408149719,0.1041819378733635,0.17809860408306122,0.03171214461326599,0.03878602012991905,0.06088520586490631,0.1724543571472168,0.12749020755290985,0.03531697392463684,0.036242954432964325,0.06988321989774704,0.0950361117720604
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,30.797628,31.296857,G:maj,0.053442537784576416,0.10528598725795746,0.10780554264783859,0.03735318034887314,0.05079751834273338,0.05941103771328926,0.15725025534629822,0.22333110868930817,0.036047421395778656,0.025624211877584457,0.04609479755163193,0.09755641967058182
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,31.296857,31.761256,G:maj,0.03720584511756897,0.07810065895318985,0.09701555222272873,0.03829829394817352,0.05386806279420853,0.07981787621974945,0.1838102787733078,0.20595943927764893,0.03490001708269119,0.03193167224526405,0.06029316037893295,0.09879908710718155
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,31.761256,32.248874,A:min,0.05130510777235031,0.032999083399772644,0.02558835968375206,0.03508523851633072,0.06473319232463837,0.05298199504613876,0.09209539741277695,0.09892898797988892,0.15453700721263885,0.2558107078075409,0.07049862295389175,0.06543637812137604
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,32.748103,34.733411,C:maj,0.12460995465517044,0.06122828274965286,0.06318647414445877,0.09740440547466278,0.12313710153102875,0.03614979609847069,0.11297895014286041,0.17073257267475128,0.03250114619731903,0.02233787253499031,0.06126757338643074,0.09446585178375244
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,34.733411,36.718716,C:min,0.1122860237956047,0.044900067150592804,0.09297628700733185,0.1444002091884613,0.047370269894599915,0.03951610252261162,0.11550188809633255,0.1841178983449936,0.02985888347029686,0.031240224838256836,0.06284830719232559,0.09498383104801178
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,36.718716,38.727243,A:maj,0.05088897794485092,0.05571236461400986,0.029024440795183182,0.08241503685712814,0.17379477620124817,0.03609592840075493,0.056535329669713974,0.05636940896511078,0.17110633850097656,0.20296065509319305,0.039160244166851044,0.04593651741743088
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,38.727243,40.700939,D:maj,0.07676360011100769,0.16334137320518494,0.20187942683696747,0.045754119753837585,0.06726884841918945,0.06398975849151611,0.11708240956068039,0.050695233047008514,0.054423343390226364,0.06433019787073135,0.03601314499974251,0.05845857411623001
02_-_With_the_Beatles/12_-_Devil_In_Her_Heart,40.700939,42.744294,D:maj,0.09220395237207413,0.12237083166837692,0.18005913496017456,0.06746789067983627,0.05619397014379501,0.05409802868962288,0.08844643086194992,0.11351802945137024,0.046315114945173264,0.06434021890163422,0.05096922814846039,0.06401710957288742
