album_track,t_start,t_end,label,chroma_C,chroma_Db,chroma_D,chroma_Eb,chroma_E,chroma_F,chroma_Gb,chroma_G,chroma_Ab,chroma_A,chroma_Bb,chroma_B,source
12_-_Let_It_Be/02_-_Dig_a_Pony,12.004648,14.849092,A:maj,0.0838548466563224,0.0831903144717216,0.0533471554517746,0.0575260296463966,0.1143791750073432,0.0759468302130699,0.0647477135062217,0.0755666866898536,0.0943908095359802,0.1362751871347427,0.0841356441378593,0.0766395777463913,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,17.670317,20.503151,A:maj,0.0543958768248558,0.08059111982584,0.0472138673067092,0.0518661029636859,0.1161091700196266,0.0566814728081226,0.0701960176229476,0.0896855220198631,0.1112693697214126,0.1623449772596359,0.0915381088852882,0.0681084096431732,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,20.503151,26.56356,A:maj,0.028897201642394,0.0630974546074867,0.0409354977309703,0.0438590496778488,0.1250619292259216,0.0515180826187133,0.0503585413098335,0.0501592010259628,0.0844499617815017,0.3410959243774414,0.0748726427555084,0.0456945188343524,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,40.507142,46.81136,A:maj,0.0276919659227132,0.0591898411512374,0.0342685431241989,0.0333884917199611,0.1083107516169548,0.0397453382611274,0.0477929152548313,0.0521678887307643,0.0760886818170547,0.4031974971294403,0.0710597559809684,0.047098372131586,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,63.819977,66.710861,A:maj,0.0732418820261955,0.1223795637488365,0.0479711629450321,0.0322413854300975,0.126033529639244,0.0602308474481105,0.0569902695715427,0.0757636651396751,0.0712446197867393,0.1975990086793899,0.0732084810733795,0.0630955696105957,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,69.624965,74.696536,A:maj,0.0513745062053203,0.0441611558198928,0.0315123572945594,0.0361906625330448,0.0777119174599647,0.0227968115359544,0.0234196335077285,0.0643396824598312,0.0701969712972641,0.4240007102489471,0.1056331023573875,0.0486624427139759,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,76.285788,82.52365,A:maj,0.0266210678964853,0.0655651241540908,0.0363785624504089,0.0492213889956474,0.1444096714258194,0.0559207051992416,0.0574127659201622,0.0501697733998298,0.0720650851726532,0.3169122040271759,0.0627705305814743,0.0625532269477844,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,96.513673,102.829501,A:maj,0.0292782075703144,0.0614092797040939,0.0310001652687788,0.0273688342422246,0.1128356233239173,0.0425824597477912,0.041146907955408,0.0468855611979961,0.0798544362187385,0.3968196511268616,0.074262797832489,0.056556150317192,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,119.872947,122.763832,A:maj,0.0674708783626556,0.1268431395292282,0.0561795756220817,0.036161620169878,0.1144300922751426,0.057439025491476,0.0617567636072635,0.0580140426754951,0.0741904899477958,0.1842993795871734,0.1029852628707885,0.0602297559380531,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,125.677936,132.214353,A:maj,0.0475205667316913,0.050786692649126,0.0437790676951408,0.0420790500938892,0.0834805443882942,0.0302824806421995,0.0372955091297626,0.0632553994655609,0.0644242316484451,0.3782680630683899,0.0977861806750297,0.0610422082245349,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,132.214353,138.286371,A:maj,0.033449612557888,0.0904573202133178,0.0472384206950664,0.0309274066239595,0.1234306246042251,0.0476732812821865,0.049927394837141,0.0544020943343639,0.0673152506351471,0.343485563993454,0.0575525239109993,0.0541405603289604,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,151.974535,158.127823,A:maj,0.0281894318759441,0.058425199240446,0.0323915183544158,0.0328322537243366,0.1130127906799316,0.0333113484084606,0.0314996056258678,0.0428670346736907,0.0806894972920417,0.4206314086914062,0.0829529389739036,0.0431969165802001,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,172.071405,178.375623,A:maj,0.0311102587729692,0.0605196692049503,0.0366510711610317,0.0411030687391757,0.1225547492504119,0.0478567071259021,0.0392070263624191,0.0473200678825378,0.0704411640763282,0.3747208714485168,0.0844461992383003,0.0440691150724887,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,195.744149,198.716303,A:maj,0.0659801438450813,0.1141545102000236,0.0541491173207759,0.0408914908766746,0.1071009784936904,0.051429696381092,0.042203139513731,0.0490701906383037,0.0680063739418983,0.2225740551948547,0.1323799788951873,0.0520603619515895,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,201.642018,206.700168,A:maj,0.0356122255325317,0.0510674007236957,0.0235290955752134,0.0240186508744955,0.0664558932185173,0.0226901117712259,0.0206821467727422,0.0434729196131229,0.062314748764038,0.4629207253456116,0.1330296993255615,0.0542063899338245,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,211.057709,213.971814,A:maj,0.0686193034052848,0.0768126249313354,0.0470184013247489,0.0548892430961132,0.1148529201745987,0.0521395578980445,0.0836181417107582,0.0783240795135498,0.0888637527823448,0.1585180759429931,0.1066967993974685,0.0696470737457275,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,216.827868,219.741972,A:maj,0.0548997819423675,0.073596067726612,0.036168023943901,0.0468119978904724,0.0950181409716606,0.0662220790982246,0.1047220379114151,0.0841686055064201,0.0959860682487487,0.1740062534809112,0.1055034771561622,0.0628974586725235,beatles
12_-_Let_It_Be/02_-_Dig_a_Pony,219.741972,225.866927,A:maj,0.0234191324561834,0.0835987478494644,0.0291159749031066,0.0286112427711486,0.2605830729007721,0.0387021154165267,0.0233558379113674,0.0647709518671035,0.0750587582588195,0.3004445135593414,0.0379305705428123,0.0344091430306434,beatles
12_-_Let_It_Be/08_-_I've_Got_A_Feeling,0.421247,1.922018,A:maj,0.0152414720505476,0.1335467994213104,0.0129838529974222,0.0196815971285104,0.2334654927253723,0.0414487235248088,0.0107796657830476,0.0346346199512481,0.0412033013999462,0.358438104391098,0.045613519847393,0.0529628098011016,beatles
12_-_Let_It_Be/08_-_I've_Got_A_Feeling,3.338435,4.824512,A:maj,0.0166016910225152,0.0821227952837944,0.0126174688339233,0.0164058823138475,0.1645601838827133,0.0347304940223693,0.012325738556683,0.0354798249900341,0.0455965809524059,0.4493167400360107,0.0512498430907726,0.0789927765727043,beatles
12_-_Let_It_Be/08_-_I've_Got_A_Feeling,6.206099,7.703786,A:maj,0.0265067834407091,0.0934067294001579,0.0225849952548742,0.0283752251416444,0.1982752680778503,0.0434415265917778,0.0230961330235004,0.052981998771429,0.0619849301874637,0.326985090970993,0.0524476133286953,0.0699136927723884,beatles
12_-_Let_It_Be/08_-_I've_Got_A_Feeling,9.224693,10.687551,A:maj,0.0270663332194089,0.109394833445549,0.030534092336893,0.0360330678522586,0.1490437537431717,0.0291466917842626,0.0188310034573078,0.0534896403551101,0.0657575279474258,0.3635440170764923,0.0684398338198661,0.048719298094511,beatles
12_-_Let_It_Be/08_-_I've_Got_A_Feeling,12.162018,13.590045,A:maj,0.0140198525041341,0.1418579369783401,0.0141674485057592,0.0210607722401618,0.1567724198102951,0.0361959896981716,0.0135543048381805,0.0456691905856132,0.0514071360230445,0.4141024053096771,0.0570326596498489,0.0341598652303218,beatles
12_-_Let_It_Be/08_-_I've_Got_A_Feeling,15.064512,16.527369,A:maj,0.0206253379583358,0.0999296009540557,0.0156124485656619,0.0227153338491916,0.1685037761926651,0.034523282200098,0.0216172095388174,0.0554715767502784,0.0589066222310066,0.3713252544403076,0.0597975179553031,0.070972055196762,beatles
12_-_Let_It_Be/08_-_I've_Got_A_Feeling,17.943786,19.441473,A:maj,0.0353495627641677,0.0919320434331893,0.0319603718817234,0.0356597378849983,0.2166390120983123,0.0681384578347206,0.0368657559156417,0.0522077716886997,0.0587702840566635,0.2522819340229034,0.0562021173536777,0.0639929175376892,beatles
12_-_Let_It_Be/08_-_I've_Got_A_Feeling,20.904331,22.367188,A:maj,0.0625574141740799,0.1130878254771232,0.070829726755619,0.0492087826132774,0.1715644299983978,0.0734777376055717,0.0467536523938179,0.0681669935584068,0.0511784590780735,0.157154232263565,0.0803188756108284,0.0557019412517547,beatles
12_-_Let_It_Be/08_-_I've_Got_A_Feeling,23.876485,25.350952,A:maj,0.0425188429653644,0.1248299926519393,0.0602938532829284,0.0467771179974079,0.2034190595149994,0.0598862245678901,0.0467955097556114,0.0521808788180351,0.0763381570577621,0.1778930723667144,0.0438976883888244,0.0651696473360061,beatles
12_-_Let_It_Be/08_-_I've_Got_A_Feeling,26.813809,28.265056,A:maj,0.0529921948909759,0.1115716472268104,0.0519848987460136,0.0477116331458091,0.2072624564170837,0.0616790279746055,0.0399676524102687,0.0618723221123218,0.0563885793089866,0.1853095442056656,0.0530220121145248,0.0702379792928695,beatles
12_-_Let_It_Be/08_-_I've_Got_A_Feeling,29.658253,32.607188,A:maj,0.0241012927144765,0.0277645755559206,0.0415849387645721,0.0314345210790634,0.1105524078011512,0.0379301905632019,0.0335131399333477,0.0863204076886177,0.068817138671875,0.3553250730037689,0.1229254007339477,0.0597308650612831,beatles
