time_s,ref_label,pred_label,match
0.0,N,A:maj,0
0.046439909297052155,N,A:maj,0
0.09287981859410431,N,A:maj,0
0.13931972789115646,N,A:maj,0
0.18575963718820862,N,A:maj,0
0.23219954648526078,N,A:maj,0
0.2786394557823129,N,A:maj,0
0.3250793650793651,N,A:maj,0
0.37151927437641724,N,A:maj,0
0.4179591836734694,N,A:maj,0
0.46439909297052157,N,A:maj,0
0.5108390022675737,N,A:maj,0
0.5572789115646258,N,A:maj,0
0.603718820861678,N,A:maj,0
0.6501587301587302,N,A:maj,0
0.6965986394557823,N,A:maj,0
0.7430385487528345,N,A:maj,0
0.7894784580498866,N,A:maj,0
0.8359183673469388,N,A:maj,0
0.8823582766439909,N,A:maj,0
0.9287981859410431,N,A:maj,0
0.9752380952380952,N,A:maj,0
1.0216780045351475,N,A:maj,0
1.0681179138321995,N,D:min,0
1.1145578231292517,N,D:min,0
1.1609977324263039,N,D:min,0
1.207437641723356,D:min,D:min,1
1.253877551020408,D:min,D:min,1
1.3003174603174603,D:min,D:min,1
1.3467573696145125,D:min,D:min,1
1.3931972789115645,D:min,D:min,1
1.4396371882086167,D:min,D:min,1
1.486077097505669,D:min,D:min,1
1.5325170068027212,D:min,D:min,1
1.5789569160997732,D:min,D:min,1
1.6253968253968254,D:min,D:min,1
1.6718367346938776,D:min,D:min,1
1.7182766439909296,D:min,D:min,1
1.7647165532879818,D:min,D:min,1
1.811156462585034,D:min,D:min,1
1.8575963718820863,D:min,D:min,1
1.9040362811791383,D:min,D:min,1
1.9504761904761905,D:min,D:min,1
1.9969160997732427,D:min,D:min,1
2.043356009070295,D:min,D:min,1
2.089795918367347,D:min,D:min,1
2.136235827664399,D:min,D:min,1
2.182675736961451,D:min,D:min,1
2.2291156462585033,D:min,F:maj,0
2.2755555555555556,D:min,F:maj,0
2.3219954648526078,D:min,F:maj,0
2.36843537414966,D:min,F:maj,0
2.414875283446712,D:min,F:maj,0
2.461315192743764,D:min,F:maj,0
2.507755102040816,D:min,F:maj,0
2.5541950113378684,D:min,F:maj,0
2.6006349206349206,D:min,F:maj,0
2.647074829931973,D:min,F:maj,0
2.693514739229025,D:min,F:maj,0
2.7399546485260773,D:min,F:maj,0
2.786394557823129,D:min,F:maj,0
2.8328344671201813,D:min,F:maj,0
2.8792743764172335,D:min,F:maj,0
2.9257142857142857,D:min,F:maj,0
2.972154195011338,D:min,F:maj,0
3.01859410430839,D:min,F:maj,0
3.0650340136054424,D:min,D:min,1
3.111473922902494,D:min,D:min,1
3.1579138321995464,D:min,D:min,1
3.2043537414965986,D:min,D:min,1
3.250793650793651,D:min,D:min,1
3.297233560090703,D:min,D:min,1
3.3436734693877552,D:min,D:min,1
3.3901133786848074,D:min,D:min,1
3.436553287981859,D:min,D:min,1
3.4829931972789114,D:min,D:min,1
3.5294331065759637,D:min,D:min,1
3.575873015873016,D:min,D:min,1
3.622312925170068,D:min,D:min,1
3.6687528344671203,D:min,D:min,1
3.7151927437641725,D:min,A:maj,0
3.7616326530612243,D:min,A:maj,0
3.8080725623582765,D:min,A:maj,0
3.8545124716553287,D:min,A:maj,0
3.900952380952381,D:min,A:maj,0
3.947392290249433,D:min,D:min,1
3.9938321995464854,D:min,D:min,1
4.040272108843538,D:min,D:min,1
4.08671201814059,D:min,D:min,1
4.133151927437642,D:min,D:min,1
4.179591836734694,D:min,D:min,1
4.2260317460317465,D:min,D:min,1
4.272471655328798,D:min,D:min,1
4.31891156462585,D:min,D:min,1
4.365351473922902,D:min,D:min,1
4.4117913832199545,D:min,D:min,1
4.458231292517007,D:min,D:min,1
4.504671201814059,D:min,D:min,1
4.551111111111111,D:min,D:min,1
4.597551020408163,D:min,D:min,1
4.6439909297052155,D:min,D:min,1
4.690430839002268,D:min,D:min,1
4.73687074829932,D:min,D:min,1
4.783310657596372,D:min,D:min,1
4.829750566893424,D:min,D:min,1
4.876190476190477,D:min,D:min,1
4.922630385487528,D:min,A:maj,0
4.96907029478458,D:min,A:maj,0
5.015510204081632,D:min,A:maj,0
5.061950113378685,D:min,A:maj,0
5.108390022675737,D:min,A:maj,0
5.154829931972789,D:min,F:maj,0
5.201269841269841,D:min,F:maj,0
5.2477097505668935,D:min,F:maj,0
5.294149659863946,D:min,F:maj,0
5.340589569160998,D:min,F:maj,0
5.38702947845805,D:min,F:maj,0
5.433469387755102,D:min,F:maj,0
5.479909297052155,D:min,F:maj,0
5.526349206349207,D:min,F:maj,0
5.572789115646258,D:min,F:maj,0
5.61922902494331,D:min,F:maj,0
5.6656689342403626,D:min,F:maj,0
5.712108843537415,D:min,F:maj,0
5.758548752834467,D:min,F:maj,0
5.804988662131519,D:min,F:maj,0
5.851428571428571,D:min,F:maj,0
5.897868480725624,D:min,F:maj,0
5.944308390022676,D:min,D:maj,0
5.990748299319728,D:min,D:maj,0
6.03718820861678,D:min,D:maj,0
6.0836281179138325,D:min,D:maj,0
6.130068027210885,D:min,D:maj,0
6.176507936507937,D:min,D:min,1
6.222947845804988,D:min,D:min,1
6.2693877551020405,D:min,D:min,1
6.315827664399093,D:min,D:min,1
6.362267573696145,D:min,D:min,1
6.408707482993197,D:min,D:min,1
6.455147392290249,D:min,D:min,1
6.501587301587302,D:min,D:min,1
6.548027210884354,D:min,D:min,1
6.594467120181406,D:min,A:maj,0
6.640907029478458,D:min,A:maj,0
6.6873469387755105,D:min,A:maj,0
6.733786848072563,D:min,A:maj,0
6.780226757369615,D:min,A:maj,0
6.826666666666667,D:min,D:min,1
6.873106575963718,D:min,D:min,1
6.919546485260771,D:min,D:min,1
6.965986394557823,D:min,D:min,1
7.012426303854875,D:min,D:min,1
7.058866213151927,D:min,D:min,1
7.1053061224489795,D:min,D:min,1
7.151746031746032,D:min,D:min,1
7.198185941043084,D:min,D:min,1
7.244625850340136,D:min,D:min,1
7.291065759637188,D:min,D:min,1
7.337505668934241,D:min,D:min,1
7.383945578231293,D:min,D:min,1
7.430385487528345,D:min,D:min,1
7.476825396825397,D:min,D:min,1
7.523265306122449,D:min,D:min,1
7.569705215419501,D:min,D:min,1
7.616145124716553,D:min,D:min,1
7.662585034013605,D:min,D:min,1
7.7090249433106575,D:min,D:min,1
7.75546485260771,D:min,D:min,1
7.801904761904762,D:min,D:min,1
7.848344671201814,D:min,D:min,1
7.894784580498866,D:min,D:min,1
7.9412244897959186,D:min,D:min,1
7.987664399092971,D:min,F:maj,0
8.034104308390022,D:min,F:maj,0
8.080544217687075,D:min,F:maj,0
8.126984126984127,D:min,F:maj,0
8.17342403628118,D:min,F:maj,0
8.219863945578231,D:min,F:maj,0
8.266303854875284,D:min,F:maj,0
8.312743764172335,D:min,F:maj,0
8.359183673469389,D:min,F:maj,0
8.40562358276644,D:min,F:maj,0
8.452063492063493,D:min,F:maj,0
8.498503401360544,D:min,F:maj,0
8.544943310657596,D:min,F:maj,0
8.591383219954649,D:min,F:maj,0
8.6378231292517,D:min,F:maj,0
8.684263038548753,D:min,F:maj,0
8.730702947845804,D:min,F:maj,0
8.777142857142858,D:min,F:maj,0
8.823582766439909,D:min,F:maj,0
8.870022675736962,D:min,F:maj,0
8.916462585034013,D:min,D:min,1
8.962902494331066,D:min,D:min,1
9.009342403628118,D:min,D:min,1
9.05578231292517,D:min,D:min,1
9.102222222222222,D:min,D:min,1
9.148662131519274,D:min,D:min,1
9.195102040816327,D:min,D:min,1
9.241541950113378,D:min,D:min,1
9.287981859410431,D:min,D:min,1
9.334421768707482,D:min,D:min,1
9.380861678004536,D:min,D:min,1
9.427301587301587,D:min,D:min,1
9.47374149659864,D:min,D:min,1
9.520181405895691,D:min,A:maj,0
9.566621315192744,D:min,A:maj,0
9.613061224489796,D:min,A:maj,0
9.659501133786849,D:min,A:maj,0
9.7059410430839,D:min,A:maj,0
9.752380952380953,D:min,D:min,1
9.798820861678005,D:min,D:min,1
9.845260770975056,D:min,D:min,1
9.891700680272109,D:min,D:min,1
9.93814058956916,D:min,D:min,1
9.984580498866213,D:min,D:min,1
10.031020408163265,D:min,D:min,1
10.077460317460318,D:min,D:min,1
10.12390022675737,D:min,D:min,1
10.170340136054422,D:min,D:min,1
10.216780045351474,D:min,D:min,1
10.263219954648527,D:min,D:min,1
10.309659863945578,D:min,D:min,1
10.356099773242631,D:min,D:min,1
10.402539682539683,D:min,D:min,1
10.448979591836734,D:min,D:min,1
10.495419501133787,D:min,D:min,1
10.541859410430838,D:min,D:min,1
10.588299319727891,D:min,D:min,1
10.634739229024943,D:min,D:min,1
10.681179138321996,D:min,D:min,1
10.727619047619047,D:min,D:min,1
10.7740589569161,D:min,D:min,1
10.820498866213152,D:min,F:maj,0
10.866938775510205,D:min,F:maj,0
10.913378684807256,D:min,F:maj,0
10.95981859410431,D:min,F:maj,0
11.00625850340136,D:min,F:maj,0
11.052698412698414,D:min,F:maj,0
11.099138321995465,D:min,F:maj,0
11.145578231292516,D:min,F:maj,0
11.19201814058957,D:min,F:maj,0
11.23845804988662,D:min,F:maj,0
11.284897959183674,D:min,F:maj,0
11.331337868480725,D:min,F:maj,0
11.377777777777778,D:min,F:maj,0
11.42421768707483,D:min,F:maj,0
11.470657596371883,D:min,D:min,1
11.517097505668934,D:min,D:min,1
11.563537414965987,D:min,D:min,1
11.609977324263038,D:min,D:min,1
11.656417233560092,D:min,D:min,1
11.702857142857143,D:min,D:min,1
11.749297052154194,D:min,D:min,1
11.795736961451247,D:min,D:min,1
11.842176870748299,D:min,D:min,1
11.888616780045352,D:min,D:min,1
11.935056689342403,D:min,D:min,1
11.981496598639456,D:min,D:min,1
12.027936507936507,D:min,D:min,1
12.07437641723356,D:min,D:min,1
12.120816326530612,D:min,D:min,1
12.167256235827665,D:min,D:min,1
12.213696145124716,D:min,D:min,1
12.26013605442177,D:min,D:min,1
12.30657596371882,D:min,D:min,1
12.353015873015874,D:min,D:min,1
12.399455782312925,D:min,D:min,1
12.445895691609977,D:min,D:min,1
12.49233560090703,D:min,D:min,1
12.538775510204081,D:min,D:min,1
12.585215419501134,D:min,D:min,1
12.631655328798185,D:min,D:min,1
12.678095238095239,D:min,D:min,1
12.72453514739229,D:min,D:min,1
12.770975056689343,D:min,D:min,1
12.817414965986394,D:min,D:min,1
12.863854875283447,D:min,D:min,1
12.910294784580499,D:min,D:min,1
12.956734693877552,D:min,D:min,1
13.003174603174603,D:min,D:min,1
13.049614512471654,D:min,D:min,1
